City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
526,Srandakan,ID,2022-08-14 21:59:19,-7.9386,110.2506,76.41,88,93,1.95,overcast clouds
527,Matara,LK,2022-08-14 21:59:19,5.9485,80.5353,77.54,91,43,8.88,scattered clouds
528,Karwar,IN,2022-08-14 21:59:19,14.8,74.1333,76.84,88,97,7.87,overcast clouds
529,Port Blair,IN,2022-08-14 21:59:19,11.6667,92.75,80.4,83,80,8.43,broken clouds
530,Plouzane,FR,2022-08-14 21:59:20,48.3833,-4.6167,64.72,100,100,11.5,mist
531,Charters Towers,AU,2022-08-14 21:54:44,-20.1,146.2667,56.25,39,79,9.44,broken clouds
532,Tazovskiy,RU,2022-08-14 21:59:20,67.4667,78.7,45.93,98,100,15.05,light rain
533,Ekhabi,RU,2022-08-14 21:59:20,53.5102,142.9671,55.78,90,100,9.33,overcast clouds
534,Porto Belo,BR,2022-08-14 21:59:21,-27.1578,-48.5531,67.24,95,52,4.83,broken clouds
535,Beringovskiy,RU,2022-08-14 21:59:22,63.05,179.3167,54.48,74,97,4.45,overcast clouds
536,Kedzierzyn-Kozle,PL,2022-08-14 21:59:23,50.3498,18.2261,69.73,92,61,1.88,broken clouds
537,Yar-Sale,RU,2022-08-14 21:59:23,66.8333,70.8333,45.12,71,100,18.03,overcast clouds
538,Dingle,PH,2022-08-14 21:59:25,10.9995,122.6711,74.97,95,97,6.11,overcast clouds
539,Bela Pod Bezdezem,CZ,2022-08-14 21:59:25,50.5012,14.8042,69.67,91,12,3.11,few clouds
540,Beyla,GN,2022-08-14 21:59:26,8.6833,-8.6333,65.88,98,100,2.53,overcast clouds
541,Pineville,US,2022-08-14 21:59:26,31.3224,-92.4343,95.94,59,64,1.01,broken clouds
542,Windsor,CA,2022-08-14 21:58:32,42.3001,-83.0165,74.07,65,100,2.3,overcast clouds
543,Sibolga,ID,2022-08-14 21:59:28,1.7427,98.7792,74.46,83,100,2.75,overcast clouds
544,Alice Springs,AU,2022-08-14 21:59:29,-23.7,133.8833,42.35,45,0,5.75,clear sky
545,Balkanabat,TM,2022-08-14 21:59:29,39.5108,54.3671,89.42,18,0,9.57,clear sky
546,Banjarmasin,ID,2022-08-14 21:59:30,-3.3244,114.591,73.54,91,59,2.95,broken clouds
547,Yarada,IN,2022-08-14 21:59:30,17.65,83.2667,80.92,83,100,11.5,mist
548,Abeche,TD,2022-08-14 21:59:31,13.8292,20.8324,76.55,80,96,10.96,overcast clouds
549,Romanovka,RU,2022-08-14 21:59:31,51.7443,42.7527,70.75,47,95,10.13,overcast clouds
550,Quatre Cocos,MU,2022-08-14 21:59:32,-20.2078,57.7625,70.09,69,78,15.52,broken clouds
551,Skjervoy,NO,2022-08-14 21:59:32,70.0311,20.9714,42.8,77,96,7.81,overcast clouds
552,Acapulco,MX,2022-08-14 21:59:38,16.8634,-99.8901,85.26,69,94,6.96,overcast clouds
553,Donskoye,RU,2022-08-14 22:00:33,45.4552,41.9741,77.13,33,20,12.77,few clouds
554,Samarai,PG,2022-08-14 22:00:34,-10.6167,150.6667,80.04,82,38,8.25,scattered clouds
555,Zheleznodorozhnyy,RU,2022-08-14 21:57:30,55.7503,38.0042,70.32,63,100,5.17,overcast clouds
556,Klyuchi,RU,2022-08-14 22:00:35,52.2667,79.1667,55.24,62,18,8.14,few clouds
557,Lorengau,PG,2022-08-14 22:00:36,-2.0226,147.2712,81.82,64,100,3.76,overcast clouds
558,Hiroshima,JP,2022-08-14 22:00:09,34.3963,132.4594,80.64,90,77,2.59,broken clouds
559,Morehead,US,2022-08-14 22:00:37,37.2711,-87.1764,87.55,51,0,6.91,clear sky
560,Daura,NG,2022-08-14 22:00:37,11.5538,11.4085,71.94,85,100,6.6,overcast clouds
561,Brae,GB,2022-08-14 22:00:38,60.3964,-1.353,57.38,94,100,1.43,overcast clouds
562,Bambanglipuro,ID,2022-08-14 22:00:38,-7.95,110.2833,76.33,88,93,1.95,overcast clouds
563,Upata,VE,2022-08-14 22:00:39,8.0086,-62.3989,84.2,92,62,3.87,broken clouds
564,Asau,RO,2022-08-14 22:00:39,46.4333,26.4,63.52,90,97,4.14,overcast clouds
565,Chernyshevskiy,RU,2022-08-14 21:57:08,63.0128,112.4714,47.48,94,100,2.53,overcast clouds
566,Igurubi,TZ,2022-08-14 22:00:39,-4.0,33.7,75.22,47,85,16.24,overcast clouds
567,Shache,CN,2022-08-14 22:00:40,38.4167,77.2406,79.92,39,100,3.91,overcast clouds
568,Kihei,US,2022-08-14 22:00:40,20.785,-156.4656,82.85,75,12,3.76,few clouds
569,Sisimiut,GL,2022-08-14 22:00:41,66.9395,-53.6735,46.69,84,100,18.14,light rain
570,Arman,RU,2022-08-14 22:00:41,59.7,150.1667,57.02,93,100,1.66,overcast clouds
571,Dewas,IN,2022-08-14 21:58:57,22.9667,76.0667,73.58,97,100,11.72,moderate rain
572,Deputatskiy,RU,2022-08-14 22:00:43,69.3,139.9,38.07,92,100,4.94,overcast clouds
573,Vestmannaeyjar,IS,2022-08-14 22:00:43,63.4427,-20.2734,50.41,71,12,16.28,few clouds
574,Provost,CA,2022-08-14 22:00:24,52.3501,-110.2683,78.21,38,57,10.27,broken clouds
575,Katsuura,JP,2022-08-14 22:00:43,35.1333,140.3,81.57,87,69,15.35,broken clouds
576,Vila Franca Do Campo,PT,2022-08-14 22:00:44,37.7167,-25.4333,75.61,93,18,5.21,few clouds
577,Antsirabe,MG,2022-08-14 22:00:44,-19.85,47.0333,49.05,93,35,4.47,scattered clouds
578,Malindi,KE,2022-08-14 22:00:45,-3.2175,40.1191,74.17,83,19,12.26,few clouds
579,Kutum,SD,2022-08-14 22:00:46,14.2,24.6667,72.34,78,10,8.9,clear sky
580,Tinskoy,RU,2022-08-14 22:00:47,56.1525,96.9161,53.2,95,6,8.55,clear sky
581,Sorkjosen,NO,2022-08-14 22:00:47,69.8,20.9333,42.8,93,20,2.3,few clouds
582,Siocon,PH,2022-08-14 22:00:48,7.7061,122.1353,77.81,84,96,4.05,overcast clouds
583,Kushiro,JP,2022-08-14 22:00:49,42.975,144.3747,67.39,86,97,0.76,overcast clouds
584,Sao Joao Da Barra,BR,2022-08-14 22:00:50,-21.6403,-41.0511,70.21,71,0,17.09,clear sky
585,Teguldet,RU,2022-08-14 22:00:50,57.3064,88.1667,52.18,96,100,10.29,overcast clouds
586,Lekoni,GA,2022-08-14 22:00:51,-1.5843,14.2591,80.64,35,56,8.32,broken clouds
587,Santiago Del Estero,AR,2022-08-14 22:00:45,-27.7951,-64.2615,77.07,36,0,2.73,clear sky
588,Glace Bay,CA,2022-08-14 22:00:51,46.1969,-59.957,71.89,96,100,8.05,light intensity drizzle
589,Denpasar,ID,2022-08-14 21:57:06,-8.65,115.2167,78.46,94,75,5.75,broken clouds
590,Port Keats,AU,2022-08-14 22:00:52,-14.25,129.55,66.85,30,18,7.99,few clouds
591,Bogorodskoye,RU,2022-08-14 22:00:52,56.55,37.8833,65.68,69,100,4.52,overcast clouds
592,Yeppoon,AU,2022-08-14 22:00:52,-23.1333,150.7333,56.98,69,0,3.65,clear sky
593,Lazaro Cardenas,MX,2022-08-14 22:00:53,17.9583,-102.2,83.5,68,93,7.92,overcast clouds
594,Fare,PF,2022-08-14 22:00:53,-16.7,-151.0167,78.64,75,18,15.1,few clouds
595,Pasighat,IN,2022-08-14 22:00:54,28.0667,95.3333,76.08,98,61,2.08,moderate rain
596,Solnechnyy,RU,2022-08-14 22:00:55,50.7214,136.6319,61.23,87,99,0.45,overcast clouds
597,Kampot,KH,2022-08-14 22:00:56,10.6167,104.1833,78.85,84,100,7.63,overcast clouds
598,Tarauaca,BR,2022-08-14 22:00:07,-8.1614,-70.7656,84.63,53,85,1.57,overcast clouds
599,Buritizeiro,BR,2022-08-14 22:00:57,-17.3511,-44.9622,71.67,29,0,1.63,clear sky
600,Syracuse,IT,2022-08-14 21:57:52,37.0881,15.2792,81.77,65,0,10.27,clear sky
601,North Bend,US,2022-08-14 22:00:23,43.4065,-124.2243,80.24,85,16,1.01,few clouds
602,Doha,QA,2022-08-14 21:58:38,25.2867,51.5333,93.18,55,0,4.61,clear sky
603,Kalaleh,IR,2022-08-14 22:02:00,37.3807,55.4916,83.3,24,0,4.88,clear sky
604,Puerto Escondido,MX,2022-08-14 22:02:01,15.85,-97.0667,85.82,65,90,5.79,overcast clouds
605,Aktyubinskiy,RU,2022-08-14 22:02:01,54.8137,52.8056,54.03,63,1,4.97,clear sky
606,Bonavista,CA,2022-08-14 22:02:03,48.6499,-53.1147,61.47,97,81,13.22,broken clouds
607,Grand Gaube,MU,2022-08-14 22:02:04,-20.0064,57.6608,70.38,66,82,7.0,broken clouds
608,Wilkie,CA,2022-08-14 22:02:05,52.4168,-108.7014,76.89,55,29,11.23,scattered clouds
609,Berlevag,NO,2022-08-14 22:02:05,70.8578,29.0864,48.2,81,75,12.66,broken clouds
610,Bairiki,KI,2022-08-14 22:02:06,1.3292,172.9752,81.05,74,100,15.77,overcast clouds
611,Stornoway,GB,2022-08-14 22:02:07,58.2093,-6.3865,55.36,95,100,1.14,fog
612,Haren,DE,2022-08-14 22:02:07,52.7833,7.2333,73.35,68,98,2.3,overcast clouds
613,Along,IN,2022-08-14 22:02:08,28.1667,94.7667,73.51,98,55,0.94,heavy intensity rain
614,Yaan,NG,2022-08-14 22:02:08,7.3833,8.5667,71.31,95,100,10.31,overcast clouds
615,Diplo,PK,2022-08-14 22:02:10,24.4667,69.584,80.53,85,95,13.51,overcast clouds
616,Sakakah,SA,2022-08-14 22:02:10,29.9697,40.2064,89.85,23,0,8.12,clear sky
617,Aparecida Do Taboado,BR,2022-08-14 22:02:11,-20.0867,-51.0936,80.01,31,4,6.91,clear sky
618,Datong,CN,2022-08-14 22:02:11,40.0936,113.2914,68.4,52,33,3.44,scattered clouds
619,Ingham,US,2022-08-14 22:02:12,42.6,-84.3833,71.22,77,100,4.61,overcast clouds
620,Arenapolis,BR,2022-08-14 22:02:12,-14.4503,-56.8461,86.11,25,4,4.05,clear sky
621,Babai,IN,2022-08-14 22:02:13,22.7,77.9333,72.91,98,100,11.25,overcast clouds
622,Riverton,US,2022-08-14 22:01:20,40.5219,-111.9391,87.12,46,0,7.0,clear sky
623,Nieuw Amsterdam,SR,2022-08-14 22:02:14,5.8833,-55.0833,80.02,84,70,12.15,broken clouds
624,Hatillo,PR,2022-08-14 22:02:15,18.4863,-66.8254,87.19,82,64,8.01,broken clouds
625,Zharkent,KZ,2022-08-14 22:02:15,44.1628,80.0,70.61,29,0,3.87,clear sky
626,Chivilcoy,AR,2022-08-14 22:02:16,-34.8957,-60.0167,71.8,58,100,12.19,overcast clouds
627,Bourne,GB,2022-08-14 22:02:16,52.7667,-0.3833,75.29,83,100,6.4,overcast clouds
628,Urucara,BR,2022-08-14 22:02:16,-2.5364,-57.76,77.68,76,98,3.09,overcast clouds
629,Grindavik,IS,2022-08-14 22:02:17,63.8424,-22.4338,48.67,76,40,11.5,scattered clouds
630,Bafoussam,CM,2022-08-14 22:02:17,5.4737,10.4179,59.36,98,100,2.66,light rain
631,Srivardhan,IN,2022-08-14 22:02:17,18.0333,73.0167,78.62,89,100,14.03,light rain
632,Itaueira,BR,2022-08-14 22:02:18,-7.6033,-43.0256,79.02,52,18,12.28,few clouds
633,Touros,BR,2022-08-14 22:02:19,-5.1989,-35.4608,75.94,67,69,17.72,broken clouds
634,Kocerin,BA,2022-08-14 22:02:20,43.3897,17.485,64.35,75,0,4.43,clear sky
635,Chor,PK,2022-08-14 22:02:20,25.5167,69.7667,81.21,85,79,10.8,broken clouds
636,Atar,MR,2022-08-14 22:02:21,20.5169,-13.0499,84.97,52,47,21.21,moderate rain
637,Palmas,BR,2022-08-14 22:02:22,-10.2128,-48.3603,87.3,25,50,4.52,scattered clouds
638,Morant Bay,JM,2022-08-14 22:02:23,17.8815,-76.4093,80.71,71,51,6.4,broken clouds
639,Nerchinskiy Zavod,RU,2022-08-14 22:02:24,51.3088,119.61,57.78,68,44,1.07,scattered clouds
640,Porto Walter,BR,2022-08-14 22:02:25,-8.2686,-72.7439,86.22,51,61,2.55,broken clouds
641,Valparaiso,CL,2022-08-14 22:02:19,-33.0393,-71.6273,54.48,100,100,6.73,overcast clouds
642,York,US,2022-08-14 22:00:54,40.1254,-77.0,81.79,47,79,5.86,broken clouds
643,Sibut,CF,2022-08-14 22:02:27,5.718,19.0739,70.07,96,100,3.13,overcast clouds
644,Masvingo,ZW,2022-08-14 22:02:28,-20.0637,30.8277,64.74,26,0,2.33,clear sky
645,Roald,NO,2022-08-14 22:02:28,62.5833,6.1333,64.76,94,0,8.05,clear sky
646,Davila,PH,2022-08-14 22:02:29,18.4726,120.5763,81.36,81,89,7.67,overcast clouds
647,Kabo,CF,2022-08-14 22:03:29,7.6994,18.629,70.2,98,100,6.49,light rain
648,Vega De Alatorre,MX,2022-08-14 22:03:30,20.0333,-96.6333,87.75,66,100,15.28,overcast clouds
649,Marathon,US,2022-08-14 22:03:30,44.9,-89.7668,70.2,81,100,0.0,overcast clouds
650,Dwarka,IN,2022-08-14 22:03:31,22.2394,68.9678,80.15,87,62,20.89,broken clouds
651,Fez,MA,2022-08-14 21:58:45,34.0372,-4.9998,77.25,50,75,9.22,broken clouds
652,Natal,BR,2022-08-14 22:03:32,-5.795,-35.2094,75.85,78,0,4.61,clear sky
653,Melfi,IT,2022-08-14 22:03:33,40.9965,15.6514,60.49,63,1,4.65,clear sky
654,Mackenzie,CA,2022-08-14 22:00:20,55.2999,-123.1698,75.29,33,33,11.81,scattered clouds
655,Rocha,UY,2022-08-14 22:01:26,-34.4833,-54.3333,61.07,85,49,10.25,scattered clouds
656,Aasiaat,GL,2022-08-14 22:03:33,68.7098,-52.8699,39.7,91,100,6.71,light rain
657,Aktau,KZ,2022-08-14 22:03:34,43.65,51.2,77.58,31,0,6.89,clear sky
658,Biscarrosse,FR,2022-08-14 22:03:34,44.3945,-1.1672,69.75,78,19,4.61,few clouds
659,Azangaro,PE,2022-08-14 22:03:34,-14.9167,-70.2167,61.3,23,28,4.21,scattered clouds
660,Maraa,BR,2022-08-14 22:03:35,-1.8333,-65.3667,80.04,78,92,2.33,overcast clouds
661,Hauterive,FR,2022-08-14 22:03:35,46.0901,3.4459,66.96,94,15,4.9,few clouds
662,Sandakan,MY,2022-08-14 21:59:26,5.8402,118.1179,74.88,94,20,2.3,few clouds
